,Stock,Quantity,Month,MFundName,%age holdings
617,NBL,19057,Bhadra 2078,NIBLPF,0.010826333834210578
618,SBI,37953,Bhadra 2078,NIBLPF,0.021561203127973664
619,LBL,23579,Bhadra 2078,NIBLPF,0.013395294405040208
620,CCBL,33840,Bhadra 2078,NIBLPF,0.019224596576044813
621,EBL,25423,Bhadra 2078,NIBLPF,0.014442875849668654
622,KBL,7500,Bhadra 2078,NIBLPF,0.004260770517740428
623,MEGA,14053,Bhadra 2078,NIBLPF,0.007983547744774165
624,PRVU,71352,Bhadra 2078,NIBLPF,0.040535266397575334
625,NABIL,30703,Bhadra 2078,NIBLPF,0.017442458294157914
626,NCCB,10694,Bhadra 2078,NIBLPF,0.006075290655562152
627,SHPC,11000,Bhadra 2078,NIBLPF,0.006249130092685962
628,RHPL,14000,Bhadra 2078,NIBLPF,0.007953438299782133
629,SJCL,10500,Bhadra 2078,NIBLPF,0.005965078724836599
630,API,1,Bhadra 2078,NIBLPF,5.681027356987237e-07
631,NLICL,21932,Bhadra 2078,NIBLPF,0.012459629199344409
632,LICN,16820,Bhadra 2078,NIBLPF,0.009555488014452534
633,NLIC,1923,Bhadra 2078,NIBLPF,0.0010924615607486457
634,PLIC,30110,Bhadra 2078,NIBLPF,0.01710557337188857
635,SLICL,13059,Bhadra 2078,NIBLPF,0.007418853625489634
636,SLI,4500,Bhadra 2078,NIBLPF,0.002556462310644257
637,HGI,5479,Bhadra 2078,NIBLPF,0.0031126348888933075
638,LGIL,2812,Bhadra 2078,NIBLPF,0.0015975048927848112
639,SIL,87,Bhadra 2078,NIBLPF,4.942493800578897e-05
640,NLG,9041,Bhadra 2078,NIBLPF,0.005136216833452161
641,SICL,5089,Bhadra 2078,NIBLPF,0.002891074821970805
642,PIC,15204,Bhadra 2078,NIBLPF,0.008637433993563396
643,SIC,3203,Bhadra 2078,NIBLPF,0.001819633062443012
644,NIL,468,Bhadra 2078,NIBLPF,0.0002658720803070027
645,NICL,21053,Bhadra 2078,NIBLPF,0.011960266894665231
646,UIC,5215,Bhadra 2078,NIBLPF,0.0029626557666688445
647,RMDC,1897,Bhadra 2078,NIBLPF,0.001077690889620479
648,CBBL,23268,Bhadra 2078,NIBLPF,0.013218614454237904
649,SWBBL,4058,Bhadra 2078,NIBLPF,0.002305360901465421
650,DDBL,17362,Bhadra 2078,NIBLPF,0.009863399697201241
651,FOWAD,600,Bhadra 2078,NIBLPF,0.00034086164141923427
652,NLBBL,6886,Bhadra 2078,NIBLPF,0.003911955438021412
653,MSLB,122,Bhadra 2078,NIBLPF,6.93085337552443e-05
654,NSEWA,11,Bhadra 2078,NIBLPF,6.2491300926859615e-06
655,VLBS,1585,Bhadra 2078,NIBLPF,0.0009004428360824771
656,SABSL,4000,Bhadra 2078,NIBLPF,0.002272410942794895
657,AKBSL,800,Bhadra 2078,NIBLPF,0.000454482188558979
658,NICLBSL,1276,Bhadra 2078,NIBLPF,0.0007248990907515715
659,ACLBSL,119,Bhadra 2078,NIBLPF,6.760422554814812e-05
660,SDLBSL,668,Bhadra 2078,NIBLPF,0.0003794926274467475
661,USLB,179,Bhadra 2078,NIBLPF,0.00010169038969007155
662,SAMAJ,156,Bhadra 2078,NIBLPF,8.862402676900091e-05
663,FMDBL,7000,Bhadra 2078,NIBLPF,0.003976719149891067
664,MERO,2654,Bhadra 2078,NIBLPF,0.0015077446605444129
665,NMFBS,485,Bhadra 2078,NIBLPF,0.00027552982681388103
666,MLBSL,1000,Bhadra 2078,NIBLPF,0.0005681027356987237
667,GILB,3925,Bhadra 2078,NIBLPF,0.0022298032376174906
668,GBLBS,7294,Bhadra 2078,NIBLPF,0.004143741354186491
669,LLBS,6907,Bhadra 2078,NIBLPF,0.003923885595471085
670,NMBMF,6500,Bhadra 2078,NIBLPF,0.0036926677820417046
671,JBLB,1597,Bhadra 2078,NIBLPF,0.0009072600689108618
672,MKLB,314,Bhadra 2078,NIBLPF,0.00017838425900939926
673,KEF,150000,Bhadra 2078,NIBLPF,0.08521541035480856
674,SBCF,500000,Bhadra 2078,NIBLPF,0.28405136784936186
675,NIFRA,118420,Bhadra 2078,NIBLPF,0.06727472596144286
676,CIT,6618,Bhadra 2078,NIBLPF,0.003759703904854154
677,HDL,3165,Bhadra 2078,NIBLPF,0.0017980451584864608
678,SHIVM,7002,Bhadra 2078,NIBLPF,0.003977855355362464
679,NRIC,2444,Bhadra 2078,NIBLPF,0.0013884430860476808
680,PRVU,20070,Bhadra 2078,NIBLSF,0.06348453216929209
681,SBL,18956,Bhadra 2078,NIBLSF,0.05996077687100652
682,GBIME,20140,Bhadra 2078,NIBLSF,0.06370595305877143
683,SANIMA,8021,Bhadra 2078,NIBLSF,0.0253716707787689
684,NABIL,5500,Bhadra 2078,NIBLSF,0.017397355601948505
685,PCBL,20258,Bhadra 2078,NIBLSF,0.06407920541532233
686,NICA,25342,Bhadra 2078,NIBLSF,0.08016068830265072
687,NMB,7270,Bhadra 2078,NIBLSF,0.02299614095021193
688,NBB,2805,Bhadra 2078,NIBLSF,0.008872651356993737
689,GBBL,9753,Bhadra 2078,NIBLSF,0.030850256215600683
690,MLBL,6345,Bhadra 2078,NIBLSF,0.020070222053520593
691,KSBBL,7671,Bhadra 2078,NIBLSF,0.024264566331372178
692,SJCL,13584,Bhadra 2078,NIBLSF,0.04296830518124881
693,RHPL,10146,Bhadra 2078,NIBLSF,0.032093376352249
694,PLIC,4143,Bhadra 2078,NIBLSF,0.01310495350161321
695,LICN,6335,Bhadra 2078,NIBLSF,0.020038590497880687
696,SLICL,11536,Bhadra 2078,NIBLSF,0.03649016258619599
697,NLICL,11234,Bhadra 2078,NIBLSF,0.03553488960587082
698,SLI,1928,Bhadra 2078,NIBLSF,0.006098563927373948
699,NIL,10215,Bhadra 2078,NIBLSF,0.03231163408616436
700,PIC,6281,Bhadra 2078,NIBLSF,0.01986778009742519
701,CBBL,3000,Bhadra 2078,NIBLSF,0.00948946669197191
702,DDBL,6973,Bhadra 2078,NIBLSF,0.022056683747706713
703,AKBSL,600,Bhadra 2078,NIBLSF,0.0018978933383943823
704,SAMAJ,120,Bhadra 2078,NIBLSF,0.0003795786676788764
705,FMDBL,472,Bhadra 2078,NIBLSF,0.0014930094262035807
706,MERO,1510,Bhadra 2078,NIBLSF,0.004776364901625862
707,GBLBS,2000,Bhadra 2078,NIBLSF,0.006326311127981274
708,NLBBL,2900,Bhadra 2078,NIBLSF,0.009173151135572847
709,NUBL,16298,Bhadra 2078,NIBLSF,0.051553109381919406
710,JBLB,685,Bhadra 2078,NIBLSF,0.0021667615613335865
711,MKLB,135,Bhadra 2078,NIBLSF,0.000427026001138736
712,NIFRA,41890,Bhadra 2078,NIBLSF,0.1325045865755678
713,SHL,7000,Bhadra 2078,NIBLSF,0.02214208894793446
714,NTC,5024,Bhadra 2078,NIBLSF,0.01589169355348896
715,NBL,19122,Bhadra 2078,NIBSF1,0.012142509706006738
716,MBL,63911,Bhadra 2078,NIBSF1,0.04058361770842991
717,SBL,23678,Bhadra 2078,NIBSF1,0.015035579166343875
718,NICA,10077,Bhadra 2078,NIBSF1,0.006398915924455073
719,GBIME,12613,Bhadra 2078,NIBSF1,0.008009281190349493
720,MEGA,39079,Bhadra 2078,NIBSF1,0.024815246145854897
721,PCBL,71385,Bhadra 2078,NIBSF1,0.04532962322786795
722,ADBL,15461,Bhadra 2078,NIBSF1,0.009817767104098431
723,SANIMA,53300,Bhadra 2078,NIBSF1,0.03384561067514691
724,LBL,7690,Bhadra 2078,NIBSF1,0.0048831659679527155
725,NABIL,57981,Bhadra 2078,NIBSF1,0.03681805539504114
726,SRBL,27195,Bhadra 2078,NIBSF1,0.017268881469242405
727,HBL,4559,Bhadra 2078,NIBSF1,0.0028949744665665057
728,SCB,3808,Bhadra 2078,NIBSF1,0.0024180879071474563
729,KBL,24769,Bhadra 2078,NIBSF1,0.01572836643175823
730,NMB,9411,Bhadra 2078,NIBSF1,0.005976004541534851
731,CCBL,23989,Bhadra 2078,NIBSF1,0.015233064812121935
732,BOKL,47782,Bhadra 2078,NIBSF1,0.03034166921725834
733,PRVU,57775,Bhadra 2078,NIBSF1,0.03668724496729104
734,CHCL,3340,Bhadra 2078,NIBSF1,0.0021209069353656787
735,API,622,Bhadra 2078,NIBSF1,0.0003949712915561234
736,SHPC,14000,Bhadra 2078,NIBSF1,0.00889002907039506
737,RHPL,19000,Bhadra 2078,NIBSF1,0.01206503945267901
738,SJCL,9344,Bhadra 2078,NIBSF1,0.005933459402412246
739,PIC,6827,Bhadra 2078,NIBSF1,0.004335159175970505
740,NLG,1100,Bhadra 2078,NIBSF1,0.000698502284102469
741,LGIL,3102,Bhadra 2078,NIBSF1,0.001969776441168963
742,NLICL,3100,Bhadra 2078,NIBSF1,0.001968506437016049
743,SLICL,4171,Bhadra 2078,NIBSF1,0.002648593660901271
744,PLIC,6900,Bhadra 2078,NIBSF1,0.0043815143275518515
745,LICN,10949,Bhadra 2078,NIBSF1,0.006952637735125394
746,SLI,6000,Bhadra 2078,NIBSF1,0.00381001245874074
747,SWBBL,73,Bhadra 2078,NIBSF1,4.635515158134567e-05
748,RMDC,3903,Bhadra 2078,NIBSF1,0.0024784131044108515
749,NLBBL,2912,Bhadra 2078,NIBSF1,0.0018491260466421725
750,NUBL,2149,Bhadra 2078,NIBSF1,0.0013646194623056418
751,DDBL,14500,Bhadra 2078,NIBSF1,0.009207530108623456
752,SKBBL,1013,Bhadra 2078,NIBSF1,0.0006432571034507283
753,CBBL,1,Bhadra 2078,NIBSF1,6.3500207645679e-07
754,VLBS,2556,Bhadra 2078,NIBSF1,0.0016230653074235553
755,NMBMF,2407,Bhadra 2078,NIBSF1,0.0015284499980314935
756,NMFBS,3949,Bhadra 2078,NIBSF1,0.002507623199927864
757,FOWAD,4500,Bhadra 2078,NIBSF1,0.002857509344055555
758,MSLB,8,Bhadra 2078,NIBSF1,5.08001661165432e-06
759,NADEP,538,Bhadra 2078,NIBSF1,0.000341631117133753
760,AKBSL,600,Bhadra 2078,NIBSF1,0.000381001245874074
761,NICLBSL,1285,Bhadra 2078,NIBSF1,0.0008159776682469752
762,ACLBSL,89,Bhadra 2078,NIBSF1,5.651518480465431e-05
763,USLB,108,Bhadra 2078,NIBSF1,6.858022425733332e-05
764,SAMAJ,117,Bhadra 2078,NIBSF1,7.429524294544443e-05
765,MLBSL,278,Bhadra 2078,NIBSF1,0.00017653057725498762
766,GBLBS,4305,Bhadra 2078,NIBSF1,0.002733683939146481
767,JBLB,2129,Bhadra 2078,NIBSF1,0.001351919420776506
768,MKLB,419,Bhadra 2078,NIBSF1,0.00026606587003539503
769,NIFRA,36937,Bhadra 2078,NIBSF1,0.023455071698084452
770,CIT,2212,Bhadra 2078,NIBSF1,0.0014046245931224196
771,SBCF,824120,Bhadra 2078,NIBSF1,0.5233179112495698
772,HDL,1650,Bhadra 2078,NIBSF1,0.0010477534261537035
773,NABIL,32528,Bhadra 2078,NIBSF2,0.014454132967536412
774,NICA,46433,Bhadra 2078,NIBSF2,0.02063295487215993
775,SANIMA,17500,Bhadra 2078,NIBSF2,0.007776295097512519
776,NCCB,15000,Bhadra 2078,NIBSF2,0.0066653957978678735
777,NBB,10895,Bhadra 2078,NIBSF2,0.004841299147851365
778,PRVU,26839,Bhadra 2078,NIBSF2,0.011926170521265057
779,PCBL,28446,Bhadra 2078,NIBSF2,0.012640256591076635
780,NBL,17300,Bhadra 2078,NIBSF2,0.007687423153540947
781,SCB,13068,Bhadra 2078,NIBSF2,0.005806892819102491
782,MBL,16400,Bhadra 2078,NIBSF2,0.007287499405668875
783,GBIME,6000,Bhadra 2078,NIBSF2,0.0026661583191471493
784,CCBL,30000,Bhadra 2078,NIBSF2,0.013330791595735747
785,MLBL,13000,Bhadra 2078,NIBSF2,0.005776676358152157
786,KSBBL,16373,Bhadra 2078,NIBSF2,0.007275501693232713
787,GBBL,15138,Bhadra 2078,NIBSF2,0.0067267174392082575
788,MNBBL,14000,Bhadra 2078,NIBSF2,0.006221036078010015
789,SJCL,20275,Bhadra 2078,NIBSF2,0.009009393320118075
790,RHPL,19150,Bhadra 2078,NIBSF2,0.008509488635277986
791,SHPC,5065,Bhadra 2078,NIBSF2,0.002250681981080052
792,SLICL,23171,Bhadra 2078,NIBSF2,0.010296259068826433
793,PLIC,15957,Bhadra 2078,NIBSF2,0.0070906480497718435
794,NLIC,11349,Bhadra 2078,NIBSF2,0.0050430384606668325
795,NLICL,22540,Bhadra 2078,NIBSF2,0.010015868085596125
796,LICN,12789,Bhadra 2078,NIBSF2,0.005682916457262149
797,SLI,9000,Bhadra 2078,NIBSF2,0.003999237478720724
798,PIC,22539,Bhadra 2078,NIBSF2,0.010015423725876266
799,SICL,25682,Bhadra 2078,NIBSF2,0.011412046325389514
800,PICL,8880,Bhadra 2078,NIBSF2,0.003945914312337781
801,NIL,22526,Bhadra 2078,NIBSF2,0.010009647049518114
802,PRIN,16755,Bhadra 2078,NIBSF2,0.007445247106218415
803,NMBMF,8511,Bhadra 2078,NIBSF2,0.0037819455757102313
804,FOWAD,7132,Bhadra 2078,NIBSF2,0.0031691735220262447
805,DDBL,11804,Bhadra 2078,NIBSF2,0.005245222133202158
806,SABSL,11763,Bhadra 2078,NIBSF2,0.005227003384687986
807,GILB,13662,Bhadra 2078,NIBSF2,0.0060708424926980585
808,MERO,14998,Bhadra 2078,NIBSF2,0.006664507078428157
809,NUBL,76723,Bhadra 2078,NIBSF2,0.03409261078665445
810,JBLB,3194,Bhadra 2078,NIBSF2,0.001419284945225999
811,MKLB,629,Bhadra 2078,NIBSF2,0.0002795022637905928
812,VLBS,6843,Bhadra 2078,NIBSF2,0.0030407535629873236
813,SWBBL,5868,Bhadra 2078,NIBSF2,0.002607502836125912
814,LLBS,3641,Bhadra 2078,NIBSF2,0.0016179137400024618
815,SLBBL,8000,Bhadra 2078,NIBSF2,0.003554877758862866
816,SKBBL,5000,Bhadra 2078,NIBSF2,0.002221798599289291
817,SHL,14650,Bhadra 2078,NIBSF2,0.006509869895917623
818,CIT,1100,Bhadra 2078,NIBSF2,0.000488795691843644
819,PSF,1468090,Bhadra 2078,NIBSF2,0.6523600611261231
820,SHIVM,32223,Bhadra 2078,NIBSF2,0.014318603252979765
821,NRIC,2000,Bhadra 2078,NIBSF2,0.0008887194397157165
822,ADBL,53785,Bhadra 2078,NICBF,0.013612592476919842
823,NBL,111015,Bhadra 2078,NICBF,0.028097089408297037
824,PRVU,57012,Bhadra 2078,NICBF,0.014429322716262042
825,NBB,17647,Bhadra 2078,NICBF,0.004466327404298679
826,NABIL,53019,Bhadra 2078,NICBF,0.013418723445827146
827,SANIMA,25451,Bhadra 2078,NICBF,0.006441463068329216
828,NMB,32545,Bhadra 2078,NICBF,0.008236902894140676
829,MBL,41302,Bhadra 2078,NICBF,0.010453235929752594
830,PCBL,41214,Bhadra 2078,NICBF,0.010430963769522624
831,HBL,11835,Bhadra 2078,NICBF,0.002995352458201103
832,SBL,6214,Bhadra 2078,NICBF,0.0015727182235117578
833,SRBL,18439,Bhadra 2078,NICBF,0.00466677684636841
834,BOKL,32848,Bhadra 2078,NICBF,0.00831358999129614
835,MEGA,16034,Bhadra 2078,NICBF,0.004058088830992521
836,CCBL,52758,Bhadra 2078,NICBF,0.013352666243326894
837,SBI,26461,Bhadra 2078,NICBF,0.006697086725514101
838,LBL,6219,Bhadra 2078,NICBF,0.001573983687161188
839,NIBPO,19659,Bhadra 2078,NICBF,0.004975549976829361
840,CZBIL,13160,Bhadra 2078,NICBF,0.0033307003253000857
841,EBL,1575,Bhadra 2078,NICBF,0.000398621049570489
842,KBL,19298,Bhadra 2078,NICBF,0.004884183501340506
843,GBIME,31588,Bhadra 2078,NICBF,0.00799469315163975
844,GBBL,32777,Bhadra 2078,NICBF,0.008295620407474233
845,MNBBL,38604,Bhadra 2078,NICBF,0.0097703917445201
846,KSBBL,25336,Bhadra 2078,NICBF,0.006412357404392323
847,SADBL,18113,Bhadra 2078,NICBF,0.004584268616425567
848,JBBL,14750,Bhadra 2078,NICBF,0.003733117765818865
849,MLBL,26299,Bhadra 2078,NICBF,0.006656085703272565
850,LBBL,27104,Bhadra 2078,NICBF,0.006859825350830815
851,SHINE,4960,Bhadra 2078,NICBF,0.0012553399402346827
852,CHCL,7649,Bhadra 2078,NICBF,0.0019359062908982034
853,BPCL,8407,Bhadra 2078,NICBF,0.00212775058015181
854,RHPL,3053,Bhadra 2078,NICBF,0.0007726921043420336
855,UMRH,1000,Bhadra 2078,NICBF,0.00025309272988602473
856,SHEL,2433,Bhadra 2078,NICBF,0.0006157746118126982
857,CHDC,4197,Bhadra 2078,NICBF,0.0010622301873316458
858,RURU,680,Bhadra 2078,NICBF,0.00017210305632249683
859,NLIC,21905,Bhadra 2078,NICBF,0.005543996248153372
860,SLICL,10069,Bhadra 2078,NICBF,0.0025483906972223833
861,NLICL,13136,Bhadra 2078,NICBF,0.003324626099782821
862,PLIC,9796,Bhadra 2078,NICBF,0.0024792963819634983
863,RLI,5040,Bhadra 2078,NICBF,0.0012755873586255647
864,ALICL,9764,Bhadra 2078,NICBF,0.0024711974146071456
865,PLI,1220,Bhadra 2078,NICBF,0.0003087731304609502
866,GLICL,1995,Bhadra 2078,NICBF,0.0005049199961226193
867,JLI,7700,Bhadra 2078,NICBF,0.0019488140201223906
868,ULI,4535,Bhadra 2078,NICBF,0.0011477755300331222
869,SLI,4286,Bhadra 2078,NICBF,0.001084755440291502
870,NIL,13773,Bhadra 2078,NICBF,0.0034858461687202187
871,SIL,5040,Bhadra 2078,NICBF,0.0012755873586255647
872,GIC,1118,Bhadra 2078,NICBF,0.00028295767201257565
873,SGI,1857,Bhadra 2078,NICBF,0.00046999319939834797
874,HGI,5392,Bhadra 2078,NICBF,0.0013646759995454454
875,PICL,1199,Bhadra 2078,NICBF,0.00030345818313334366
876,PRIN,500,Bhadra 2078,NICBF,0.00012654636494301236
877,NLG,5500,Bhadra 2078,NICBF,0.001392010014373136
878,LGIL,525,Bhadra 2078,NICBF,0.00013287368319016298
879,PIC,500,Bhadra 2078,NICBF,0.00012654636494301236
880,SICL,278,Bhadra 2078,NICBF,7.035977890831488e-05
881,RMDC,10874,Bhadra 2078,NICBF,0.002752130344780633
882,NUBL,11039,Bhadra 2078,NICBF,0.0027938906452118274
883,SWBBL,14249,Bhadra 2078,NICBF,0.0036063183081459665
884,CBBL,18521,Bhadra 2078,NICBF,0.004687530450219065
885,DDBL,6868,Bhadra 2078,NICBF,0.001738240868857218
886,NICLBSL,509,Bhadra 2078,NICBF,0.0001288241995119866
887,RSDC,10662,Bhadra 2078,NICBF,0.002698474686044796
888,FMDBL,8208,Bhadra 2078,NICBF,0.002077385126904491
889,SKBBL,7014,Bhadra 2078,NICBF,0.0017751924074205776
890,SAMAJ,195,Bhadra 2078,NICBF,4.9353082327774826e-05
891,NMBMF,3840,Bhadra 2078,NICBF,0.0009718760827623351
892,MLBSL,727,Bhadra 2078,NICBF,0.00018399841462714
893,JBLB,2605,Bhadra 2078,NICBF,0.0006593065613530945
894,MKLB,400,Bhadra 2078,NICBF,0.0001012370919544099
895,SFMF,150000,Bhadra 2078,NICBF,0.037963909482903714
896,KEF,700000,Bhadra 2078,NICBF,0.17716491092021733
897,PSF,1468090,Bhadra 2078,NICBF,0.3715629058183741
898,RMF1,500000,Bhadra 2078,NICBF,0.12654636494301238
899,NTC,7325,Bhadra 2078,NICBF,0.0018539042464151313
900,CIT,427,Bhadra 2078,NICBF,0.00010807059566133257
901,NMB,47000,Bhadra 2078,NICGF,0.008535424645548332
902,KBL,39217,Bhadra 2078,NICGF,0.007121994645201466
903,ADBL,60501,Bhadra 2078,NICGF,0.010987270776177012
904,GBIME,58501,Bhadra 2078,NICGF,0.010624061216791977
905,NIBPO,41797,Bhadra 2078,NICGF,0.007590534976808162
906,SBI,33001,Bhadra 2078,NICGF,0.005993139334632776
907,NBL,101499,Bhadra 2078,NICGF,0.01843270353401085
908,NBB,12064,Bhadra 2078,NICGF,0.0021908800622105333
909,NABIL,51500,Bhadra 2078,NICGF,0.009352646154164661
910,PCBL,69501,Bhadra 2078,NICGF,0.012621713793409671
911,BOKL,35501,Bhadra 2078,NICGF,0.00644715128386407
912,MBL,44317,Bhadra 2078,NICGF,0.008048179021633305
913,CCBL,55963,Bhadra 2078,NICGF,0.010163148285932367
914,CZBIL,26500,Bhadra 2078,NICGF,0.0048125266618517185
915,SCB,20682,Bhadra 2078,NICGF,0.003755950053600651
916,SBL,30500,Bhadra 2078,NICGF,0.005538945780621789
917,SANIMA,59033,Bhadra 2078,NICGF,0.010720674959588396
918,SRBL,41418,Bhadra 2078,NICGF,0.007521706765304698
919,CBL,32003,Bhadra 2078,NICGF,0.005811897764499643
920,HBL,10719,Bhadra 2078,NICGF,0.001946621633524097
921,PRVU,43000,Bhadra 2078,NICGF,0.007809005526778261
922,MEGA,19499,Bhadra 2078,NICGF,0.0035411115992244023
923,KSBBL,52097,Bhadra 2078,NICGF,0.009461064207641093
924,GBBL,30620,Bhadra 2078,NICGF,0.0055607383541848915
925,MNBBL,63071,Bhadra 2078,NICGF,0.011453995059986783
926,SHINE,36431,Bhadra 2078,NICGF,0.006616043728978112
927,SADBL,56762,Bhadra 2078,NICGF,0.010308250504906689
928,MLBL,13249,Bhadra 2078,NICGF,0.0024060817261461667
929,LBBL,8900,Bhadra 2078,NICGF,0.0016162825392634073
930,CHCL,24000,Bhadra 2078,NICGF,0.0043585147126204244
931,BPCL,6780,Bhadra 2078,NICGF,0.0012312804063152698
932,HURJA,4,Bhadra 2078,NICGF,7.264191187700707e-07
933,RHPL,7235,Bhadra 2078,NICGF,0.0013139105810753655
934,SHEL,3430,Bhadra 2078,NICGF,0.0006229043943453357
935,RURU,680,Bhadra 2078,NICGF,0.00012349125019091203
936,CHDC,4197,Bhadra 2078,NICGF,0.0007621952603694967
937,CBBL,18666,Bhadra 2078,NICGF,0.003389834817740535
938,DDBL,9328,Bhadra 2078,NICGF,0.0016940093849718049
939,NUBL,19600,Bhadra 2078,NICGF,0.0035594536819733465
940,RMDC,7852,Bhadra 2078,NICGF,0.0014259607301456488
941,SKBBL,19865,Bhadra 2078,NICGF,0.0036075789485918637
942,GILB,5,Bhadra 2078,NICGF,9.080238984625884e-07
943,SWBBL,11670,Bhadra 2078,NICGF,0.0021193277790116814
944,NICLBSL,998,Bhadra 2078,NICGF,0.00018124157013313263
945,RSDC,10322,Bhadra 2078,NICGF,0.0018745245359861676
946,FMDBL,9000,Bhadra 2078,NICGF,0.001634443017232659
947,SAMAJ,195,Bhadra 2078,NICGF,3.541293204004095e-05
948,NMBMF,4000,Bhadra 2078,NICGF,0.0007264191187700708
949,MLBSL,727,Bhadra 2078,NICGF,0.00013202667483646035
950,JBLB,2000,Bhadra 2078,NICGF,0.0003632095593850354
951,MKLB,400,Bhadra 2078,NICGF,7.264191187700707e-05
952,ALICL,11750,Bhadra 2078,NICGF,0.002133856161387083
953,PLIC,13501,Bhadra 2078,NICGF,0.002451846130628681
954,NLIC,19727,Bhadra 2078,NICGF,0.0035825174889942964
955,NLICL,18734,Bhadra 2078,NICGF,0.0034021839427596265
956,RLI,4193,Bhadra 2078,NICGF,0.0007614688412507267
957,PLI,4409,Bhadra 2078,NICGF,0.0008006954736643105
958,GLICL,2855,Bhadra 2078,NICGF,0.000518481646022138
959,JLI,7701,Bhadra 2078,NICGF,0.0013985384084120786
960,ULI,4500,Bhadra 2078,NICGF,0.0008172215086163295
961,SLI,4286,Bhadra 2078,NICGF,0.0007783580857621308
962,NLG,13294,Bhadra 2078,NICGF,0.0024142539412323302
963,NIL,10802,Bhadra 2078,NICGF,0.001961694830238576
964,PICL,8600,Bhadra 2078,NICGF,0.001561801105355652
965,PRIN,4400,Bhadra 2078,NICGF,0.0007990610306470778
966,LGIL,7875,Bhadra 2078,NICGF,0.0014301376400785767
967,SICL,5946,Bhadra 2078,NICGF,0.00107982202005171
968,SIC,6500,Bhadra 2078,NICGF,0.001180431068001365
969,SIL,14000,Bhadra 2078,NICGF,0.0025424669156952477
970,AIL,8,Bhadra 2078,NICGF,1.4528382375401415e-06
971,GIC,1000,Bhadra 2078,NICGF,0.0001816047796925177
972,SGI,3000,Bhadra 2078,NICGF,0.0005448143390775531
973,HGI,4775,Bhadra 2078,NICGF,0.000867162823031772
974,NBF2,250000,Bhadra 2078,NICGF,0.04540119492312942
975,CMF2,500000,Bhadra 2078,NICGF,0.09080238984625884
976,SFMF,150000,Bhadra 2078,NICGF,0.027240716953877652
977,SLCF,100000,Bhadra 2078,NICGF,0.018160477969251767
978,KEF,1000000,Bhadra 2078,NICGF,0.18160477969251768
979,PSF,1468090,Bhadra 2078,NICGF,0.26661216101878826
980,RMF1,500000,Bhadra 2078,NICGF,0.09080238984625884
981,NTC,9780,Bhadra 2078,NICGF,0.001776094745392823
982,CIT,937,Bhadra 2078,NICGF,0.00017016367857188906
983,ADBL,13429,Bhadra 2078,NICSF,0.08084499241457366
984,NBL,10500,Bhadra 2078,NICSF,0.06321188624268548
985,PRVU,11988,Bhadra 2078,NICSF,0.07216991355022034
986,SANIMA,10500,Bhadra 2078,NICSF,0.06321188624268548
987,MBL,14000,Bhadra 2078,NICSF,0.0842825149902473
988,PCBL,6500,Bhadra 2078,NICSF,0.03913116767404339
989,CZBIL,14000,Bhadra 2078,NICSF,0.0842825149902473
990,EBL,3499,Bhadra 2078,NICSF,0.021064608567919668
991,GBBL,5000,Bhadra 2078,NICSF,0.03010089821080261
992,MLBL,5000,Bhadra 2078,NICSF,0.03010089821080261
993,LGIL,9491,Bhadra 2078,NICSF,0.05713752498374552
994,PIC,5736,Bhadra 2078,NICSF,0.034531750427432756
995,PRIN,8869,Bhadra 2078,NICSF,0.05339297324632167
996,SIL,5290,Bhadra 2078,NICSF,0.03184675030702916
997,NLICL,8994,Bhadra 2078,NICSF,0.05414549570159174
998,PLIC,8355,Bhadra 2078,NICSF,0.050298600910251165
999,SLICL,9500,Bhadra 2078,NICSF,0.05719170660052496
1000,ULI,8000,Bhadra 2078,NICSF,0.04816143713728418
1001,SLI,7457,Bhadra 2078,NICSF,0.04489247959159101
1002,ADBL,95683,Bhadra 2078,NMB50,0.050599020097778696
1003,EBL,12689,Bhadra 2078,NMB50,0.00671018849765072
1004,HBL,19246,Bhadra 2078,NMB50,0.010177656854423971
1005,LBL,15738,Bhadra 2078,NMB50,0.008322558639453624
1006,MBL,190408,Bhadra 2078,NMB50,0.10069143127596172
1007,NABIL,10341,Bhadra 2078,NMB50,0.005468520707242974
1008,NBL,137045,Bhadra 2078,NMB50,0.07247204528808755
1009,NBB,93337,Bhadra 2078,NMB50,0.049358409946033986
1010,NICA,83042,Bhadra 2078,NMB50,0.04391421492804091
1011,PCBL,156439,Bhadra 2078,NMB50,0.08272796740357641
1012,SANIMA,159058,Bhadra 2078,NMB50,0.08411294523282593
1013,SBL,155498,Bhadra 2078,NMB50,0.08223034841261657
1014,SRBL,146067,Bhadra 2078,NMB50,0.07724305329705633
1015,GBBL,67466,Bhadra 2078,NMB50,0.03567732502029344
1016,JBBL,39502,Bhadra 2078,NMB50,0.02088942123368262
1017,MNBBL,69176,Bhadra 2078,NMB50,0.036581606077191756
1018,MDB,20874,Bhadra 2078,NMB50,0.011038574726137689
1019,SHINE,24845,Bhadra 2078,NMB50,0.013138516291601557
1020,CBBL,20339,Bhadra 2078,NMB50,0.010755656383774766
1021,GMFBS,11435,Bhadra 2078,NMB50,0.006047049055925288
1022,GILB,13579,Bhadra 2078,NMB50,0.00718083770270306
1023,JBLB,845,Bhadra 2078,NMB50,0.00044685233513396314
1024,MKLB,831,Bhadra 2078,NMB50,0.0004394488644926904
